time,.data
1969/12/31/22:13:58.390000,-2.3642263728284103
1969/12/31/22:13:58.400000,-2.3642263728284103
1969/12/31/22:13:58.400000,-2.3642263728284103
1969/12/31/22:13:58.410000,-2.3642263728284103
1969/12/31/22:13:58.410000,-2.3642263728284103
1969/12/31/22:13:58.420000,-2.3642263728284103
1969/12/31/22:13:58.420000,-2.3642263728284103
1969/12/31/22:13:58.430000,-2.3642263728284103
1969/12/31/22:13:58.430000,-2.3382679997682936
1969/12/31/22:13:58.440000,-2.3382679997682936
1969/12/31/22:13:58.440000,-2.3382679997682936
1969/12/31/22:13:58.450000,-2.3382679997682936
1969/12/31/22:13:58.450000,-2.3382679997682936
1969/12/31/22:13:58.460000,-2.3382679997682936
1969/12/31/22:13:58.460000,-2.3382679997682936
1969/12/31/22:13:58.470000,-2.3382679997682936
1969/12/31/22:13:58.470000,-2.3382679997682936
1969/12/31/22:13:58.480000,-2.3382679997682936
1969/12/31/22:13:58.480000,-2.304543810204404
1969/12/31/22:13:58.490000,-2.304543810204404
1969/12/31/22:13:58.490000,-2.304543810204404
1969/12/31/22:13:58.500000,-2.304543810204404
1969/12/31/22:13:58.500000,-2.304543810204404
1969/12/31/22:13:58.510000,-2.304543810204404
1969/12/31/22:13:58.510000,-2.304543810204404
1969/12/31/22:13:58.520000,-2.304543810204404
1969/12/31/22:13:58.520000,-2.2696973028437446
1969/12/31/22:13:58.530000,-2.2696973028437446
1969/12/31/22:13:58.530000,-2.2625936009875036
1969/12/31/22:13:58.540000,-2.2625936009875036
1969/12/31/22:13:58.540000,-2.2625936009875036
1969/12/31/22:13:58.550000,-2.2625936009875036
1969/12/31/22:13:58.550000,-2.2625936009875036
1969/12/31/22:13:58.560000,-2.2625936009875036
1969/12/31/22:13:58.560000,-2.2625936009875036
1969/12/31/22:13:58.570000,-2.2625936009875036
1969/12/31/22:13:58.570000,-2.2625936009875036
1969/12/31/22:13:58.580000,-2.2625936009875036
1969/12/31/22:13:58.580000,-2.23326827561446
1969/12/31/22:13:58.590000,-2.23326827561446
1969/12/31/22:13:58.590000,-2.23326827561446
1969/12/31/22:13:58.600000,-2.23326827561446
1969/12/31/22:13:58.600000,-2.23326827561446
1969/12/31/22:13:58.610000,-2.23326827561446
1969/12/31/22:13:58.610000,-2.23326827561446
1969/12/31/22:13:58.620000,-2.23326827561446
1969/12/31/22:13:58.620000,-2.23326827561446
