time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
1969/12/31/22:13:58.300000,2.7193129026405067,0.0,0.0,0.0,0.0,-0.3435403568315195
1969/12/31/22:13:58.300000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.310000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.310000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.320000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.320000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.330000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.330000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.340000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.340000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.350000,2.7208131293879747,0.0,0.0,0.0,0.0,-0.3348750388875109
1969/12/31/22:13:58.350000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.360000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.360000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.370000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.370000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.380000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.380000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.390000,2.7422012642134823,0.0,0.0,0.0,0.0,-0.31706601222950814
1969/12/31/22:13:58.390000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.400000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.400000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
