time,.data
1969/12/31/22:13:57.380000,2.017343784483134
1969/12/31/22:13:57.380000,2.0438430976350883
1969/12/31/22:13:57.390000,2.0438430976350883
1969/12/31/22:13:57.390000,2.0438430976350883
1969/12/31/22:13:57.400000,2.0438430976350883
1969/12/31/22:13:57.400000,2.0438430976350883
1969/12/31/22:13:57.410000,2.0438430976350883
1969/12/31/22:13:57.410000,2.0438430976350883
1969/12/31/22:13:57.420000,2.0438430976350883
1969/12/31/22:13:57.420000,2.0438430976350883
1969/12/31/22:13:57.430000,2.0438430976350883
1969/12/31/22:13:57.430000,2.0765529226715342
1969/12/31/22:13:57.440000,2.0765529226715342
1969/12/31/22:13:57.440000,2.0830390554670677
1969/12/31/22:13:57.450000,2.0830390554670677
1969/12/31/22:13:57.450000,2.0830390554670677
1969/12/31/22:13:57.460000,2.0830390554670677
1969/12/31/22:13:57.460000,2.0830390554670677
1969/12/31/22:13:57.470000,2.0830390554670677
1969/12/31/22:13:57.470000,2.0830390554670677
1969/12/31/22:13:57.480000,2.0830390554670677
1969/12/31/22:13:57.480000,2.0830390554670677
1969/12/31/22:13:57.490000,2.0830390554670677
1969/12/31/22:13:57.490000,2.1151873477999663
1969/12/31/22:13:57.500000,2.1151873477999663
1969/12/31/22:13:57.500000,2.1151873477999663
1969/12/31/22:13:57.510000,2.1151873477999663
1969/12/31/22:13:57.510000,2.1151873477999663
1969/12/31/22:13:57.520000,2.1151873477999663
1969/12/31/22:13:57.520000,2.1151873477999663
1969/12/31/22:13:57.530000,2.1151873477999663
1969/12/31/22:13:57.530000,2.140563671350734
1969/12/31/22:13:57.540000,2.140563671350734
1969/12/31/22:13:57.540000,2.140563671350734
1969/12/31/22:13:57.550000,2.140563671350734
1969/12/31/22:13:57.550000,2.140563671350734
1969/12/31/22:13:57.560000,2.140563671350734
1969/12/31/22:13:57.560000,2.140563671350734
1969/12/31/22:13:57.570000,2.140563671350734
1969/12/31/22:13:57.570000,2.140563671350734
1969/12/31/22:13:57.580000,2.140563671350734
1969/12/31/22:13:57.580000,2.1718501928460485
1969/12/31/22:13:57.590000,2.1718501928460485
1969/12/31/22:13:57.590000,2.1718501928460485
1969/12/31/22:13:57.600000,2.1718501928460485
1969/12/31/22:13:57.600000,2.1718501928460485
1969/12/31/22:13:57.610000,2.1718501928460485
1969/12/31/22:13:57.610000,2.1718501928460485
1969/12/31/22:13:57.620000,2.1718501928460485
1969/12/31/22:13:57.620000,2.196527911114285
1969/12/31/22:13:57.630000,2.196527911114285
1969/12/31/22:13:57.630000,2.20264805721039
1969/12/31/22:13:57.640000,2.20264805721039
1969/12/31/22:13:57.640000,2.20264805721039
1969/12/31/22:13:57.650000,2.20264805721039
1969/12/31/22:13:57.650000,2.20264805721039
1969/12/31/22:13:57.660000,2.20264805721039
1969/12/31/22:13:57.660000,2.20264805721039
1969/12/31/22:13:57.670000,2.20264805721039
1969/12/31/22:13:57.670000,2.20264805721039
1969/12/31/22:13:57.680000,2.20264805721039
1969/12/31/22:13:57.680000,2.2329503350542046
1969/12/31/22:13:57.690000,2.2329503350542046
1969/12/31/22:13:57.690000,2.2329503350542046
1969/12/31/22:13:57.700000,2.2329503350542046
1969/12/31/22:13:57.700000,2.2329503350542046
1969/12/31/22:13:57.710000,2.2329503350542046
1969/12/31/22:13:57.710000,2.2329503350542046
1969/12/31/22:13:57.720000,2.2329503350542046
1969/12/31/22:13:57.720000,2.256830749629838
1969/12/31/22:13:57.730000,2.256830749629838
1969/12/31/22:13:57.730000,2.256830749629838
1969/12/31/22:13:57.740000,2.256830749629838
1969/12/31/22:13:57.740000,2.256830749629838
1969/12/31/22:13:57.750000,2.256830749629838
1969/12/31/22:13:57.750000,2.256830749629838
1969/12/31/22:13:57.760000,2.256830749629838
1969/12/31/22:13:57.760000,2.256830749629838
1969/12/31/22:13:57.770000,2.256830749629838
1969/12/31/22:13:57.770000,2.286223866578547
1969/12/31/22:13:57.780000,2.286223866578547
1969/12/31/22:13:57.780000,2.292040972679531
1969/12/31/22:13:57.790000,2.292040972679531
1969/12/31/22:13:57.790000,2.292040972679531
1969/12/31/22:13:57.800000,2.292040972679531
1969/12/31/22:13:57.800000,2.292040972679531
1969/12/31/22:13:57.810000,2.292040972679531
1969/12/31/22:13:57.810000,2.292040972679531
1969/12/31/22:13:57.820000,2.292040972679531
1969/12/31/22:13:57.820000,2.292040972679531
1969/12/31/22:13:57.830000,2.292040972679531
1969/12/31/22:13:57.830000,2.3208160373177598
1969/12/31/22:13:57.840000,2.3208160373177598
1969/12/31/22:13:57.840000,2.3208160373177598
1969/12/31/22:13:57.850000,2.3208160373177598
1969/12/31/22:13:57.850000,2.3208160373177598
1969/12/31/22:13:57.860000,2.3208160373177598
1969/12/31/22:13:57.860000,2.3208160373177598
1969/12/31/22:13:57.870000,2.3208160373177598
1969/12/31/22:13:57.870000,2.3434604307083857
1969/12/31/22:13:57.880000,2.3434604307083857
1969/12/31/22:13:57.880000,2.3434604307083857
1969/12/31/22:13:57.890000,2.3434604307083857
1969/12/31/22:13:57.890000,2.3434604307083857
1969/12/31/22:13:57.900000,2.3434604307083857
1969/12/31/22:13:57.900000,2.3434604307083857
1969/12/31/22:13:57.910000,2.3434604307083857
1969/12/31/22:13:57.910000,2.3434604307083857
1969/12/31/22:13:57.920000,2.3434604307083857
1969/12/31/22:13:57.920000,2.3712909999049194
1969/12/31/22:13:57.930000,2.3712909999049194
1969/12/31/22:13:57.930000,2.3712909999049194
1969/12/31/22:13:57.940000,2.3712909999049194
