time,.data
1969/12/31/22:13:57.380000,1.1815885931259293
1969/12/31/22:13:57.380000,1.1808748620708613
1969/12/31/22:13:57.390000,1.1808748620708613
1969/12/31/22:13:57.390000,1.1808748620708613
1969/12/31/22:13:57.400000,1.1808748620708613
1969/12/31/22:13:57.400000,1.1808748620708613
1969/12/31/22:13:57.410000,1.1808748620708613
1969/12/31/22:13:57.410000,1.1808748620708613
1969/12/31/22:13:57.420000,1.1808748620708613
1969/12/31/22:13:57.420000,1.1808748620708613
1969/12/31/22:13:57.430000,1.1808748620708613
1969/12/31/22:13:57.430000,1.1762471381310002
1969/12/31/22:13:57.440000,1.1762471381310002
1969/12/31/22:13:57.440000,1.1752831969247919
1969/12/31/22:13:57.450000,1.1752831969247919
1969/12/31/22:13:57.450000,1.1752831969247919
1969/12/31/22:13:57.460000,1.1752831969247919
1969/12/31/22:13:57.460000,1.1752831969247919
1969/12/31/22:13:57.470000,1.1752831969247919
1969/12/31/22:13:57.470000,1.1752831969247919
1969/12/31/22:13:57.480000,1.1752831969247919
1969/12/31/22:13:57.480000,1.1752831969247919
1969/12/31/22:13:57.490000,1.1752831969247919
1969/12/31/22:13:57.490000,1.1592259885734635
1969/12/31/22:13:57.500000,1.1592259885734635
1969/12/31/22:13:57.500000,1.1592259885734635
1969/12/31/22:13:57.510000,1.1592259885734635
1969/12/31/22:13:57.510000,1.1592259885734635
1969/12/31/22:13:57.520000,1.1592259885734635
1969/12/31/22:13:57.520000,1.1592259885734635
1969/12/31/22:13:57.530000,1.1592259885734635
1969/12/31/22:13:57.530000,1.1411082015086562
1969/12/31/22:13:57.540000,1.1411082015086562
1969/12/31/22:13:57.540000,1.1411082015086562
1969/12/31/22:13:57.550000,1.1411082015086562
1969/12/31/22:13:57.550000,1.1411082015086562
1969/12/31/22:13:57.560000,1.1411082015086562
1969/12/31/22:13:57.560000,1.1411082015086562
1969/12/31/22:13:57.570000,1.1411082015086562
1969/12/31/22:13:57.570000,1.1411082015086562
1969/12/31/22:13:57.580000,1.1411082015086562
1969/12/31/22:13:57.580000,1.122712949902565
1969/12/31/22:13:57.590000,1.122712949902565
1969/12/31/22:13:57.590000,1.122712949902565
1969/12/31/22:13:57.600000,1.122712949902565
1969/12/31/22:13:57.600000,1.122712949902565
1969/12/31/22:13:57.610000,1.122712949902565
1969/12/31/22:13:57.610000,1.122712949902565
1969/12/31/22:13:57.620000,1.122712949902565
1969/12/31/22:13:57.620000,1.1004840021501796
1969/12/31/22:13:57.630000,1.1004840021501796
1969/12/31/22:13:57.630000,1.0958365984734297
1969/12/31/22:13:57.640000,1.0958365984734297
1969/12/31/22:13:57.640000,1.0958365984734297
1969/12/31/22:13:57.650000,1.0958365984734297
1969/12/31/22:13:57.650000,1.0958365984734297
1969/12/31/22:13:57.660000,1.0958365984734297
1969/12/31/22:13:57.660000,1.0958365984734297
1969/12/31/22:13:57.670000,1.0958365984734297
1969/12/31/22:13:57.670000,1.0958365984734297
1969/12/31/22:13:57.680000,1.0958365984734297
1969/12/31/22:13:57.680000,1.0759548983307359
1969/12/31/22:13:57.690000,1.0759548983307359
1969/12/31/22:13:57.690000,1.0759548983307359
1969/12/31/22:13:57.700000,1.0759548983307359
1969/12/31/22:13:57.700000,1.0759548983307359
1969/12/31/22:13:57.710000,1.0759548983307359
1969/12/31/22:13:57.710000,1.0759548983307359
1969/12/31/22:13:57.720000,1.0759548983307359
1969/12/31/22:13:57.720000,1.048400909664408
1969/12/31/22:13:57.730000,1.048400909664408
1969/12/31/22:13:57.730000,1.048400909664408
1969/12/31/22:13:57.740000,1.048400909664408
1969/12/31/22:13:57.740000,1.048400909664408
1969/12/31/22:13:57.750000,1.048400909664408
1969/12/31/22:13:57.750000,1.048400909664408
1969/12/31/22:13:57.760000,1.048400909664408
1969/12/31/22:13:57.760000,1.048400909664408
1969/12/31/22:13:57.770000,1.048400909664408
1969/12/31/22:13:57.770000,1.0224512508966237
1969/12/31/22:13:57.780000,1.0224512508966237
1969/12/31/22:13:57.780000,1.0186433849417575
1969/12/31/22:13:57.790000,1.0186433849417575
1969/12/31/22:13:57.790000,1.0186433849417575
1969/12/31/22:13:57.800000,1.0186433849417575
1969/12/31/22:13:57.800000,1.0186433849417575
1969/12/31/22:13:57.810000,1.0186433849417575
1969/12/31/22:13:57.810000,1.0186433849417575
1969/12/31/22:13:57.820000,1.0186433849417575
1969/12/31/22:13:57.820000,1.0186433849417575
1969/12/31/22:13:57.830000,1.0186433849417575
1969/12/31/22:13:57.830000,0.9990915268254944
1969/12/31/22:13:57.840000,0.9990915268254944
1969/12/31/22:13:57.840000,0.9990915268254944
1969/12/31/22:13:57.850000,0.9990915268254944
1969/12/31/22:13:57.850000,0.9990915268254944
1969/12/31/22:13:57.860000,0.9990915268254944
1969/12/31/22:13:57.860000,0.9990915268254944
1969/12/31/22:13:57.870000,0.9990915268254944
1969/12/31/22:13:57.870000,0.9805879600225039
1969/12/31/22:13:57.880000,0.9805879600225039
1969/12/31/22:13:57.880000,0.9805879600225039
1969/12/31/22:13:57.890000,0.9805879600225039
1969/12/31/22:13:57.890000,0.9805879600225039
1969/12/31/22:13:57.900000,0.9805879600225039
1969/12/31/22:13:57.900000,0.9805879600225039
1969/12/31/22:13:57.910000,0.9805879600225039
1969/12/31/22:13:57.910000,0.9805879600225039
1969/12/31/22:13:57.920000,0.9805879600225039
1969/12/31/22:13:57.920000,0.9671147415544114
1969/12/31/22:13:57.930000,0.9671147415544114
1969/12/31/22:13:57.930000,0.9671147415544114
